interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
HSPB1	MCM6	P04792	Q14566
HSPB1	ATF2	P04792	P15336
HSPB1	MDS017	P04792	-
HSPB1	NAP1L1	P04792	P55209
HSPB1	ERICH6	P04792	Q7L0X2
HSPB1	YWHAE	P04792	P62258
HSPB1	AGAP4	P04792	Q96P64
HSPB1	HSPC057	P04792	-
HSPB1	PSMC1	P04792	P62191
HSPB1	CRK	P04792	P46108
HSPB1	HUSSY-27	P04792	-
HSPB1	PHF12	P04792	Q96QT6
HSPB1	TBC1D3B	P04792	A6NDS4
HSPB1	PTD004	P04792	-
HSPB1	UNQ601	P04792	-
HSPB1	PKM	P04792	P14618
HSPB1	UQCRB	P04792	P14927
HSPB1	HNRNPH1	P04792	P31943
HSPB1	TXNL1	P04792	O43396
HSPB1	PP4762	P04792	-
HSPB1	CAMK1	P04792	Q14012
HSPB1	GARS	P04792	-
HSPB1	NTRK1	P04792	P04629
HSPB1	ENPP2	P04792	Q13822
HSPB1	RBM48	P04792	Q5RL73
HSPB1	RP5-891H21.2	P04792	-
HSPB1	CDC73	P04792	Q6P1J9
HSPB1	RP11-11N7.3	P04792	-
HSPB1	Bmpr1a	P04792	-
HSPB1	RP11-529I10.2	P04792	-
HSPB1	ANKRD7	P04792	Q92527
HSPB1	SNRPF	P04792	P62306
HSPB1	FKSG14	P04792	-
HSPB1	USP1	P04792	O94782
HSPB1	HSPB1	P04792	P04792
HSPB1	RP11-230F18.3	P04792	-
HSPB1	TARBP2	P04792	Q15633
HSPB1	LA16c-313D11.6	P04792	-
HSPB1	TRIM24	P04792	O15164
HSPB1	NAMPT	P04792	P43490
HSPB1	RALA	P04792	P11233
HSPB1	CGI-17	P04792	-
HSPB1	PHLDA1	P04792	Q8WV24
HSPB1	TES	P04792	Q9UGI8
HSPB1	RP1-184J9.3	P04792	-
HSPB1	RP11-73M18.7	P04792	-
HSPB1	PSMA3	P04792	P25788
HSPB1	CHUK	P04792	O15111
HSPB1	CRYAB	P04792	P02511
HSPB1	TRIM54	P04792	Q9BYV2
HSPB1	RP11-397G5.3	P04792	-
HSPB1	MSTP006	P04792	-
HSPB1	C2orf73	P04792	Q8N5S3
HSPB1	AHNAK	P04792	Q09666
HSPB1	ACAP2	P04792	Q15057
HSPB1	RBPJ	P04792	Q06330
HSPB1	HSF1	P04792	Q00613
HSPB1	IRS4	P04792	O14654
HSPB1	RP11-505P4.2	P04792	-
HSPB1	RP11-24J20.2	P04792	-
HSPB1	PALM3	P04792	A6NDB9
HSPB1	C12orf10	P04792	Q9HB07
HSPB1	PRPF19	P04792	Q9UMS4
HSPB1	ADRBK2	P04792	-
HSPB1	WWOX	P04792	Q9NZC7
HSPB1	RP5-977B1.9	P04792	-
HSPB1	HNRNPH3	P04792	P31942
HSPB1	TP53	P04792	P04637
HSPB1	RP1-125I3.5	P04792	-
HSPB1	HSD38	P04792	-
HSPB1	HSD11	P04792	-
HSPB1	LL22NC03-44A4.1	P04792	-
HSPB1	CRYGC	P04792	P07315
HSPB1	SRP72	P04792	O76094
HSPB1	BUB1B	P04792	O60566
HSPB1	ARHGAP28	P04792	Q9P2N2
HSPB1	MRGBP	P04792	Q9NV56
HSPB1	NAPA	P04792	P54920
HSPB1	RP11-318E3.2	P04792	-
HSPB1	BAG3	P04792	O95817
HSPB1	YWHAQ	P04792	P27348
HSPB1	C6orf211	P04792	-
HSPB1	RP1-134O19.2	P04792	-
HSPB1	RP3-324N14.1	P04792	-
HSPB1	HSPC136	P04792	-
HSPB1	GLO1	P04792	Q04760
HSPB1	IPO7	P04792	O95373
HSPB1	My049	P04792	-
HSPB1	PTPN22	P04792	Q9Y2R2
HSPB1	SPATA7	P04792	Q9P0W8
HSPB1	PPM1A	P04792	P35813
HSPB1	RP4-657D16.1	P04792	-
HSPB1	CGI-125	P04792	-
HSPB1	RP5-876B10.1	P04792	-
HSPB1	G6PD	P04792	P11413
HSPB1	EGFR	P04792	P00533
HSPB1	TUBA1C	P04792	Q9BQE3
HSPB1	XPO1	P04792	O14980
HSPB1	EBNA-LP	P04792	-
HSPB1	VCP	P04792	P55072
HSPB1	RP11-336N8.5	P04792	-
HSPB1	CDABP0131	P04792	-
HSPB1	EIF4B	P04792	P23588
HSPB1	UBC	P04792	P0CG48
HSPB1	LONRF1	P04792	Q17RB8
HSPB1	RP1-81D8.1	P04792	-
HSPB1	ZBTB37	P04792	Q5TC79
HSPB1	LA16c-431H6.1	P04792	-
HSPB1	ACTN2	P04792	P35609
HSPB1	INPP5K	P04792	Q9BT40
HSPB1	RP5-1002M8.1	P04792	-
HSPB1	HSPA8	P04792	P11142
HSPB1	PITPNA	P04792	Q00169
HSPB1	GA17	P04792	-
HSPB1	RP11-5F19.1	P04792	-
HSPB1	CEP57	P04792	Q86XR8
HSPB1	MRPL40	P04792	Q9NQ50
HSPB1	RP11-99N20.1	P04792	-
HSPB1	TGFB1I1	P04792	O43294
HSPB1	RP1-230G1.1	P04792	-
HSPB1	C15orf57	P04792	-
HSPB1	ARHGDIA	P04792	P52565
HSPB1	CRYBB2	P04792	P43320
HSPB1	RNF114	P04792	Q9Y508
HSPB1	UAP1	P04792	Q16222
HSPB1	HNRNPD	P04792	Q14103
HSPB1	FXR1	P04792	P51114
HSPB1	RP11-730A19.1	P04792	-
HSPB1	MSN	P04792	P26038
HSPB1	SIK2	P04792	Q9H0K1
HSPB1	RAD23A	P04792	P54725
HSPB1	EIF4A2	P04792	Q14240
HSPB1	RP13-26D14.4	P04792	-
HSPB1	COPS5	P04792	Q92905
HSPB1	UFD1L	P04792	-
HSPB1	CETN3	P04792	O15182
HSPB1	RP1-302G2.1	P04792	-
HSPB1	SAT1	P04792	P21673
HSPB1	RP4-547C9.3	P04792	-
HSPB1	MYC	P04792	P01106
HSPB1	KRT72	P04792	Q14CN4
HSPB1	MSL1	P04792	Q68DK7
HSPB1	SDHA	P04792	P31040
HSPB1	KCMF1	P04792	Q9P0J7
HSPB1	IRAK1	P04792	P51617
HSPB1	DES	P04792	P17661
HSPB1	DMWD	P04792	Q09019
HSPB1	HNRNPA1	P04792	P09651
HSPB1	LIMK2	P04792	P53671
HSPB1	PTGES3	P04792	Q15185
HSPB1	ERP29	P04792	P30040
HSPB1	RP1-37M3.7	P04792	-
HSPB1	RP11-234K24.1	P04792	-
HSPB1	SRMS	P04792	Q9H3Y6
HSPB1	ITGA4	P04792	P13612
HSPB1	MFAP1	P04792	P55081
HSPB1	SNW1	P04792	Q13573
HSPB1	FN1	P04792	P02751
HSPB1	AARSD1	P04792	Q9BTE6
HSPB1	GOLGA8A	P04792	A7E2F4
HSPB1	LBP	P04792	P18428
HSPB1	RP1-130E4.1	P04792	-
HSPB1	GLMN	P04792	Q92990
HSPB1	AP2B1	P04792	P63010
HSPB1	DLST	P04792	P36957
HSPB1	RP4-657D16.2	P04792	-
HSPB1	USP14	P04792	P54578
HSPB1	EEF1B2	P04792	P24534
HSPB1	AD-016	P04792	-
HSPB1	XXbac-BCX101P6.10-002	P04792	-
HSPB1	RP11-252O7.3	P04792	-
HSPB1	NCKIPSD	P04792	Q9NZQ3
HSPB1	PP1629	P04792	-
HSPB1	TYK2	P04792	P29597
HSPB1	RPA1	P04792	P27694
HSPB1	PSMD1	P04792	Q99460
HSPB1	PRDX6	P04792	P30041
HSPB1	RP11-386D8.2	P04792	-
HSPB1	FKBP4	P04792	Q02790
HSPB1	TOMM70A	P04792	-
HSPB1	ARMC6	P04792	Q6NXE6
HSPB1	RSPH3	P04792	Q86UC2
HSPB1	RP11-723P2.1	P04792	-
HSPB1	MYL12B	P04792	O14950
HSPB1	HSPB6	P04792	O14558
HSPB1	EIF5	P04792	P55010
HSPB1	RP11-16N10.1	P04792	-
HSPB1	VCAM1	P04792	P19320
HSPB1	ASB17	P04792	Q8WXJ9
HSPB1	Kctd5	P04792	-
HSPB1	RP1-65J11.4	P04792	-
HSPB1	NBAS	P04792	A2RRP1
HSPB1	HNRNPH2	P04792	P55795
HSPB1	MYLK	P04792	Q15746
HSPB1	RP11-71A24.1	P04792	-
HSPB1	DUT	P04792	P33316
HSPB1	CSRP1	P04792	P21291
HSPB1	SF3A3	P04792	Q12874
HSPB1	ZNF131	P04792	P52739
HSPB1	RP1-154G14.1	P04792	-
HSPB1	NEK10	P04792	Q6ZWH5
HSPB1	SMARCA2	P04792	P51531
HSPB1	ACTN1	P04792	P12814
HSPB1	RP11-186N15.4	P04792	-
HSPB1	SQSTM1	P04792	Q13501
HSPB1	INS	P04792	P01308
HSPB1	CCDC70	P04792	Q6NSX1
HSPB1	KANSL1	P04792	Q7Z3B3
HSPB1	SPIN1	P04792	Q9Y657
HSPB1	LA16c-358B7.1	P04792	-
HSPB1	TBC1D1	P04792	Q86TI0
HSPB1	CGI-33	P04792	-
HSPB1	RP11-353C18.2	P04792	-
HSPB1	Z97634.1-001	P04792	-
HSPB1	RP1-319D22.1	P04792	-
HSPB1	CBX1	P04792	P83916
HSPB1	GATA1	P04792	P15976
HSPB1	MAPKAPK5	P04792	Q8IW41
HSPB1	PSEC0052	P04792	-
HSPB1	EPB41L3	P04792	Q9Y2J2
HSPB1	CYCS	P04792	P99999
HSPB1	ZNF197	P04792	O14709
HSPB1	EFTUD2	P04792	Q15029
HSPB1	RP1-148E22.1	P04792	-
HSPB1	EIF2S1	P04792	P05198
HSPB1	MAPKAPK2	P04792	P49137
HSPB1	CGI-138	P04792	-
HSPB1	CS	P04792	O75390
HSPB1	NEXN	P04792	Q0ZGT2
HSPB1	PDLIM1	P04792	O00151
HSPB1	PAF1	P04792	Q8N7H5
HSPB1	SF3B3	P04792	Q15393
HSPB1	ARRDC5	P04792	A6NEK1
HSPB1	DNAJC21	P04792	Q5F1R6
HSPB1	RP5-983H21.1	P04792	-
HSPB1	RP4-534B8.1	P04792	-
HSPB1	HSPC075	P04792	-
HSPB1	SMURF2	P04792	Q9HAU4
HSPB1	HSPC231	P04792	-
HSPB1	HAUS8	P04792	Q9BT25
HSPB1	CUL3	P04792	Q13618
HSPB1	AHCY	P04792	P23526
HSPB1	CARHSP1	P04792	Q9Y2V2
HSPB1	MSTP016	P04792	-
HSPB1	RP11-196G4.1	P04792	-
HSPB1	PIG46	P04792	-
HSPB1	RP11-109G10.3	P04792	-
HSPB1	LIG1	P04792	P18858
HSPB1	ILK	P04792	Q13418
HSPB1	DADB-70P7.1	P04792	-
HSPB1	OXCT1	P04792	P55809
HSPB1	CDK1	P04792	P06493
HSPB1	HSPC261	P04792	-
HSPB1	RP4-635E18.2	P04792	-
HSPB1	USP38	P04792	Q8NB14
HSPB1	ASB10	P04792	Q8WXI3
HSPB1	CCNO	P04792	P22674
HSPB1	NOS2	P04792	P35228
HSPB1	ZBTB1	P04792	Q9Y2K1
HSPB1	RP11-96K19.1	P04792	-
HSPB1	RP11-432M24.3	P04792	-
HSPB1	RP1-139D8.2	P04792	-
HSPB1	ACBD6	P04792	Q9BR61
HSPB1	PSAT1	P04792	Q9Y617
HSPB1	HNRNPA2B1	P04792	P22626
HSPB1	TARS	P04792	-
HSPB1	CCDC64	P04792	-
HSPB1	HSPA5	P04792	P11021
HSPB1	CRYAA	P04792	P02489
HSPB1	UNG	P04792	P13051
HSPB1	GTSF1	P04792	Q8WW33
HSPB1	AATK	P04792	Q6ZMQ8
HSPB1	HECTD1	P04792	Q9ULT8
HSPB1	RP11-484I6.5	P04792	-
HSPB1	CTGLF10P	P04792	-
HSPB1	RP11-101E13.2	P04792	-
HSPB1	TTC39C	P04792	Q8N584
HSPB1	RP11-124N14.1	P04792	-
HSPB1	AKT1	P04792	P31749
HSPB1	RASSF9	P04792	O75901
HSPB1	CGI-150	P04792	-
HSPB1	RBM25	P04792	P49756
HSPB1	RP3-353E16.2	P04792	-
HSPB1	RP11-352P4.2	P04792	-
HSPB1	DADB-159G18.9	P04792	-
HSPB1	STAT2	P04792	P52630
HSPB1	FAM71D	P04792	Q8N9W8
HSPB1	Dmel_CG3018	P04792	-
HSPB1	HSPA4	P04792	P34932
HSPB1	HNRNPF	P04792	P52597
HSPB1	GRIPAP1	P04792	Q4V328
HSPB1	PRKD1	P04792	Q15139
HSPB1	RP11-494P5.1	P04792	-
HSPB1	RP11-121A23.1	P04792	-
HSPB1	RPAP3	P04792	Q9H6T3
HSPB1	PTBP1	P04792	P26599
HSPB1	GMPS	P04792	P49915
HSPB1	RP1-199J3.1	P04792	-
HSPB1	JM21	P04792	-
HSPB1	CGI-151	P04792	-
HSPB1	AGAP5	P04792	A6NIR3
HSPB1	MTIF2	P04792	P46199
HSPB1	hCG_40978	P04792	-
HSPB1	THOC5	P04792	Q13769
HSPB1	HSPA9	P04792	P38646
HSPB1	IKBKB	P04792	O14920
HSPB1	RP11-205M9.1	P04792	-
HSPB1	ANAPC7	P04792	Q9UJX3
HSPB1	TOX4	P04792	O94842
HSPB1	UBE2N	P04792	P61088
HSPB1	RYBP	P04792	Q8N488
HSPB1	SOX2	P04792	P48431
HSPB1	SNCA	P04792	P37840
HSPB1	MAPKAPK3	P04792	Q16644
HSPB1	ZFAT	P04792	Q9P243
HSPB1	STRN	P04792	O43815
HSPB1	XX-FW89031B12.1	P04792	-
HSPB1	TUBA4A	P04792	P68366
HSPB1	CLCN3	P04792	P51790
HSPB1	SPTBN1	P04792	Q01082
HSPB1	C11orf98	P04792	E9PRG8
HSPB1	PPP2R3C	P04792	Q969Q6
HSPB1	HAUS1	P04792	Q96CS2
HSPB1	CCNDBP1	P04792	O95273
HSPB1	MCM2	P04792	P49736
HSPB1	RP11-6B20.2	P04792	-
HSPB1	IARS2	P04792	Q9NSE4
HSPB1	LASP1	P04792	Q14847
HSPB1	HSPC225	P04792	-
HSPB1	HRIHFB2115	P04792	-
HSPB1	"RP4-579N16.2"""	P04792	-
HSPB1	HN1	P04792	-
HSPB1	WDR83	P04792	Q9BRX9
HSPB1	YWHAZ	P04792	P63104
HSPB1	ISG15	P04792	P05161
HSPB1	ADPRHL2	P04792	-
HSPB1	RPA3	P04792	P35244
HSPB1	PRO2292	P04792	-
HSPB1	RP11-184B22.1	P04792	-
HSPB1	RP11-483H20.7	P04792	-
HSPB1	YIL099W	P04792	-
HSPB1	ZYX	P04792	Q15942
HSPB1	UGDH	P04792	O60701
HSPB1	OBSL1	P04792	O75147
HSPB1	XRCC5	P04792	P13010
HSPB1	DUSP16	P04792	Q9BY84
HSPB1	TSNAXIP1	P04792	Q2TAA8
HSPB1	EZH2	P04792	Q15910
HSPB1	RP11-18A3.3	P04792	-
HSPB1	TTC3	P04792	P53804
HSPB1	H13	P04792	-
HSPB1	SMN1	P04792	Q16637
HSPB1	S100A4	P04792	P26447
HSPB1	RP11-190H11.1	P04792	-
HSPB1	BOS_2012	P04792	-
HSPB1	PSMA6	P04792	P60900
HSPB1	HDLBP	P04792	Q00341
HSPB1	WWP1	P04792	Q9H0M0
HSPB1	RP11-108K14.6	P04792	-
HSPB1	SNRNP200	P04792	O75643
HSPB1	RPSA	P04792	P08865
CDC42	PAK1	P60953	Q13153
CDC42	CDC42	P60953	P60953
CDC42	RP1-224A6.5	P60953	-
CDC42	DOCK8	P60953	Q8NF50
CDC42	RP11-165F24.7	P60953	-
CDC42	TRIP10	P60953	Q15642
CDC42	CDC42BPG	P60953	Q6DT37
CDC42	ARHGAP27	P60953	Q6ZUM4
CDC42	hCG_1992862	P60953	-
CDC42	DEF6	P60953	Q9H4E7
CDC42	RP3-329A5.5	P60953	-
CDC42	MCF2L	P60953	O15068
CDC42	RP11-98F14.2	P60953	-
CDC42	ARHGAP32	P60953	A7KAX9
CDC42	ARHGDIA	P60953	P52565
CDC42	PAK4	P60953	O96013
CDC42	TNF	P60953	P01375
CDC42	DADB-70P7.1	P60953	-
CDC42	TNK2	P60953	Q07912
CDC42	ABCA1	P60953	O95477
CDC42	PARD6B	P60953	Q9BYG5
CDC42	PARD6G	P60953	Q9BYG4
CDC42	PARD6A	P60953	Q9NPB6
CDC42	MARK4	P60953	Q96L34
CDC42	GRB2	P60953	P62993
CDC42	BAIAP2	P60953	Q9UQB8
CDC42	PAK7	P60953	-
CDC42	RP5-1119D9.3	P60953	-
CDC42	ARHGAP26	P60953	Q9UNA1
CDC42	ARHGAP10	P60953	A1A4S6
CDC42	ARHGAP17	P60953	Q68EM7
CDC42	hCG_1984576	P60953	-
CDC42	ARHGAP44	P60953	Q17R89
CDC42	OPHN1	P60953	O60890
CDC42	RP6-201G10.1	P60953	-
CDC42	CLIP1	P60953	P30622
CDC42	IQGAP1	P60953	P46940
CDC42	WAS	P60953	P42768
CDC42	PAK2	P60953	Q13177
CDC42	BNIP2	P60953	Q12982
CDC42	MAP3K10	P60953	Q02779
CDC42	CSPG4	P60953	Q6UVK1
CDC42	IQGAP2	P60953	Q13576
CDC42	NCF2	P60953	P19878
CDC42	RP1-127C7.5	P60953	-
CDC42	GDI1	P60953	P31150
CDC42	XX-FW81657B9.1	P60953	-
CDC42	ARHGDIG	P60953	Q99819
CDC42	LA16c-314G4.1	P60953	-
CDC42	CDC42EP3	P60953	Q9UKI2
CDC42	CDC42EP2	P60953	O14613
CDC42	CDC42EP5	P60953	Q6NZY7
CDC42	XXbac-BCX535A19.5	P60953	-
CDC42	ITSN1	P60953	Q15811
CDC42	ARHGAP1	P60953	Q07960
CDC42	BCR	P60953	P11274
CDC42	WASL	P60953	O00401
CDC42	PAK3	P60953	O75914
CDC42	RP5-914P14.3	P60953	-
CDC42	SH3RF3	P60953	Q8TEJ3
CDC42	NEK6	P60953	Q9HC98
CDC42	RP11-101K10.6	P60953	-
CDC42	UNK	P60953	Q9C0B0
CDC42	ATP6V1H	P60953	Q9UI12
CDC42	CGI-11	P60953	-
CDC42	HNRNPA1	P60953	P09651
CDC42	RAP1A	P60953	P62834
CDC42	RAP1B	P60953	P61224
CDC42	OK/SW-cl.11	P60953	-
CDC42	DIAPH3	P60953	Q9NSV4
CDC42	RP11-26P21.1	P60953	-
CDC42	LRRK2	P60953	Q5S007
CDC42	BIRC2	P60953	Q13490
CDC42	ERCC3	P60953	P19447
CDC42	RCC2	P60953	Q9P258
CDC42	MCM2	P60953	P49736
CDC42	ARHGAP35	P60953	Q9NRY4
CDC42	DBN1	P60953	Q16643
CDC42	GOLT1B	P60953	Q9Y3E0
CDC42	CGI-141	P60953	-
CDC42	LIMA1	P60953	Q9UHB6
CDC42	PP624	P60953	-
CDC42	GTSE1	P60953	Q9NYZ3
CDC42	RP5-1163J1.2	P60953	-
CDC42	IFI16	P60953	Q16666
CDC42	ELAVL1	P60953	Q15717
CDC42	AGAP2	P60953	Q99490
CDC42	RP11-571M6.8	P60953	-
CDC42	AGAP1	P60953	Q9UPQ3
CDC42	CDC42SE1	P60953	Q9NRR8
CDC42	CDC42SE2	P60953	Q9NRR3
CDC42	DLD	P60953	P09622
CDC42	tcag7.39	P60953	-
CDC42	SOD1	P60953	P00441
CDC42	NPHS1	P60953	O60500
CDC42	Rock1	P60953	-
CDC42	Diap3	P60953	-
CDC42	Net1	P60953	-
CDC42	Ktn1	P60953	-
CDC42	Actb	P60953	-
CDC42	Tmod3	P60953	-
CDC42	Lima1	P60953	-
CDC42	Calml3	P60953	-
CDC42	Iqgap3	P60953	-
CCR3	RP1-159A19.2	P51677	-
CCR3	CCL7	P51677	P80098
CCR3	CCL5	P51677	P13501
CCR3	CCL11	P51677	P51671
CCR3	RP5-836N17.3	P51677	-
TLR3	TRAF6	O15455	Q9Y4K3
TLR3	TOLLIP	O15455	Q9H0E2
TLR3	RNF31	O15455	Q96EP0
TLR3	PIK3R1	O15455	P27986
TLR3	PSEC0216	O15455	-
TLR3	BIRC3	O15455	Q13489
TLR3	SYK	O15455	P43405
TLR3	IRAK2	O15455	O43187
TLR3	IKBKG	O15455	Q9Y6K9
TLR3	TBK1	O15455	Q9UHD2
TLR3	IRGM	O15455	A1A4Y4
TLR3	TICAM1	O15455	Q8IUC6
TLR3	RP1-111D6.3	O15455	-
TLR3	RNF216	O15455	Q9NWF9
TLR3	RP11-436C9.1	O15455	-
TLR3	RP5-852M4.4	O15455	-
TLR3	RIPK1	O15455	Q13546
TLR3	MYD88	O15455	Q99836
TLR3	GIG3	O15455	-
TLR3	TRAF3	O15455	Q13114
TLR3	WDFY1	O15455	Q8IWB7
TLR3	DASS-397D15.1	O15455	-
TLR3	RP1-154G14.1	O15455	-
TLR3	MAP2K6	O15455	P52564
TLR3	hCG_39321	O15455	-
TLR3	BIRC2	O15455	Q13490
TLR3	CASP8	O15455	Q14790
ILF2	TADA2A	Q12905	O75478
ILF2	KL04P	Q12905	-
ILF2	H2AFX	Q12905	-
ILF2	ILF2	Q12905	Q12905
ILF2	RP11-354A16.1	Q12905	-
ILF2	HDAC5	Q12905	Q9UQL6
ILF2	NOP56	Q12905	O00567
ILF2	RP4-686C3.1	Q12905	-
ILF2	PRKDC	Q12905	P78527
ILF2	EEF1G	Q12905	P26641
ILF2	PRO1608	Q12905	-
ILF2	ILF3	Q12905	Q12906
ILF2	CDC5L	Q12905	Q99459
ILF2	RP1-319D22.1	Q12905	-
ILF2	EIF2AK2	Q12905	P19525
ILF2	MEPCE	Q12905	Q7L2J0
ILF2	HNRNPA1	Q12905	P09651
ILF2	KHDRBS2	Q12905	Q5VWX1
ILF2	RP1-240B8.3	Q12905	-
ILF2	CDK9	Q12905	P50750
ILF2	RP11-228B15.5	Q12905	-
ILF2	BIRC2	Q12905	Q13490
ILF2	FLNA	Q12905	P21333
ILF2	XX-FW83128A1.1	Q12905	-
ILF2	EIF4A1	Q12905	P60842
ILF2	DDX28	Q12905	Q9NUL7
ILF2	ICT1	Q12905	-
ILF2	CUL3	Q12905	Q13618
ILF2	CUL4B	Q12905	Q13620
ILF2	CUL5	Q12905	Q93034
ILF2	CUL2	Q12905	Q13617
ILF2	RP11-297A16.3	Q12905	-
ILF2	CDK2	Q12905	P24941
ILF2	CUL1	Q12905	Q13616
ILF2	COPS5	Q12905	Q92905
ILF2	DHX9	Q12905	Q08211
ILF2	EEF1A1	Q12905	P68104
ILF2	RP11-505P4.2	Q12905	-
ILF2	EIF4A3	Q12905	P38919
ILF2	SYNCRIP	Q12905	O60506
ILF2	RP1-3J17.2	Q12905	-
ILF2	HNRNPH1	Q12905	P31943
ILF2	HNRNPUL1	Q12905	Q9BUJ2
ILF2	HNRNPR	Q12905	O43390
ILF2	HSPA5	Q12905	P11021
ILF2	ESR1	Q12905	P03372
ILF2	RP1-130E4.1	Q12905	-
ILF2	FBXO6	Q12905	Q9NRD1
ILF2	RP3-330O12.3	Q12905	-
ILF2	TARDBP	Q12905	Q13148
ILF2	RP4-635E18.2	Q12905	-
ILF2	MAGOH	Q12905	P61326
ILF2	RP5-1024G6.4	Q12905	-
ILF2	FN1	Q12905	P02751
ILF2	VCAM1	Q12905	P19320
ILF2	IFIT1	Q12905	P09914
ILF2	RP11-168O10.1	Q12905	-
ILF2	IFIT2	Q12905	P09913
ILF2	PPID	Q12905	Q08752
ILF2	IGSF8	Q12905	Q969P0
ILF2	RP11-536C5.3	Q12905	-
ILF2	ICAM1	Q12905	P05362
ILF2	MCM5	Q12905	P33992
ILF2	RP5-824I19__A.1	Q12905	-
ILF2	RAD50	Q12905	Q92878
ILF2	EP300	Q12905	Q09472
ILF2	RP1-85F18.1	Q12905	-
ILF2	OSGEP	Q12905	Q9NPF4
ILF2	ZFR	Q12905	Q96KR1
ILF2	ZFR2	Q12905	Q9UPR6
ILF2	UBL4A	Q12905	P11441
ILF2	XX-FW89031B12.1	Q12905	-
ILF2	ITGA4	Q12905	P13612
ILF2	RPA1	Q12905	P27694
ILF2	RPA2	Q12905	P15927
ILF2	RP4-547C9.3	Q12905	-
ILF2	RPA3	Q12905	P35244
ILF2	ERG	Q12905	P11308
ILF2	SMURF2	Q12905	Q9HAU4
ILF2	YWHAE	Q12905	P62258
ILF2	IVNS1ABP	Q12905	Q9Y6Y0
ILF2	RP4-635A23.5	Q12905	-
ILF2	STAU1	Q12905	O95793
ILF2	RP3-470L14.2	Q12905	-
ILF2	AURKA	Q12905	O14965
ILF2	RP5-1167H4.6	Q12905	-
ILF2	CBX6	Q12905	O95503
ILF2	RP3-327J16.5	Q12905	-
ILF2	CBX8	Q12905	Q9HC52
ILF2	ABCF1	Q12905	Q8NE71
ILF2	DADB-129D20.7	Q12905	-
ILF2	C14orf166	Q12905	-
ILF2	CGI-99	Q12905	-
ILF2	RTCB	Q12905	Q9Y3I0
ILF2	HSPC117	Q12905	-
ILF2	NELFB	Q12905	Q8WX92
ILF2	RP13-122B23.3	Q12905	-
ILF2	YBX3	Q12905	P16989
ILF2	DDX1	Q12905	Q92499
ILF2	DIMT1	Q12905	Q9UNQ2
ILF2	HUSSY-05	Q12905	-
ILF2	EDC4	Q12905	Q6P2E9
ILF2	EIF2B2	Q12905	P49770
ILF2	EIF2B3	Q12905	Q9NR50
ILF2	RP5-882O7.2	Q12905	-
ILF2	FKBP3	Q12905	Q00688
ILF2	NMT1	Q12905	P30419
ILF2	RFC4	Q12905	P35249
ILF2	YBX1	Q12905	P67809
ILF2	HUWE1	Q12905	Q7Z6Z7
ILF2	RP3-339A18.4	Q12905	-
ILF2	EZH2	Q12905	Q15910
ILF2	SUZ12	Q12905	Q15022
ILF2	EED	Q12905	O75530
ILF2	BMI1	Q12905	P35226
ILF2	RP11-573G6.1	Q12905	-
ILF2	CUL7	Q12905	Q14999
ILF2	OBSL1	Q12905	O75147
ILF2	CCDC8	Q12905	Q9H0W5
ILF2	RPL6	Q12905	Q02878
ILF2	NANOG	Q12905	Q9H9S0
ILF2	POU5F1	Q12905	Q01860
ILF2	DADB-104B20.2	Q12905	-
ILF2	KMT2E	Q12905	Q8IZD2
ILF2	U2AF2	Q12905	P26368
ILF2	MCM2	Q12905	P49736
ILF2	NTRK1	Q12905	P04629
ILF2	SCARNA22	Q12905	-
ILF2	HNRNPU	Q12905	Q00839
ILF2	RP11-11N7.3	Q12905	-
ILF2	MATR3	Q12905	P43243
ILF2	EWSR1	Q12905	Q01844
ILF2	AC002059.7	Q12905	-
ILF2	SREK1	Q12905	Q8WXA9
ILF2	CSF2	Q12905	P04141
ILF2	SF3A2	Q12905	Q15428
ILF2	SIRT7	Q12905	Q9NRC8
ILF2	DCUN1D1	Q12905	Q96GG9
ILF2	CAND1	Q12905	Q86VP6
ILF2	NEDD8	Q12905	Q15843
ILF2	EGFR	Q12905	P00533
ILF2	RBM3	Q12905	P98179
ILF2	EIF2AK3	Q12905	Q9NZJ5
ILF2	STRBP	Q12905	Q96SI9
ILF2	ELAVL2	Q12905	Q12926
ILF2	RP11-315I14.4	Q12905	-
ILF2	ZNF746	Q12905	Q6NUN9
ILF2	NCL	Q12905	P19338
ILF2	CYLD	Q12905	Q9NQC7
ILF2	HSPC057	Q12905	-
ILF2	COQ2	Q12905	Q96H96
ILF2	COX15	Q12905	Q7KZN9
ILF2	DLD	Q12905	P09622
ILF2	tcag7.39	Q12905	-
ILF2	DLST	Q12905	P36957
ILF2	DNM1L	Q12905	O00429
ILF2	HSD17B10	Q12905	Q99714
ILF2	RP3-339A18.2	Q12905	-
ILF2	PARK7	Q12905	Q99497
ILF2	CTA-215D11.1	Q12905	-
ILF2	PDHA1	Q12905	P08559
ILF2	RP11-723P2.1	Q12905	-
ILF2	SOAT1	Q12905	P35610
ILF2	RP11-215I23.1	Q12905	-
ILF2	SOD1	Q12905	P00441
ILF2	VDAC1	Q12905	P21796
ILF2	SGSM2	Q12905	O43147
ILF2	tat	Q12905	-
ILF2	HIV1gp5	Q12905	-
ILF2	rev	Q12905	-
ILF2	HIV1gp6	Q12905	-
ILF2	MKRN1	Q12905	Q9UHC7
PPIB	SFN	P23284	P31947
